Year,Month,Day,AverageDailyPrecipitation[mm/d],AverageDailyStreamflow[m^3/s],AverageDailyTemperature[°C]
1999,12,4,19.9936,37.17821122,3.91018
1999,12,5,2.23076,61.48570478,-2.2015
1999,12,6,0.0155502,66.18906553,-5.03694
1999,12,7,4.19002,62.84581398,2.74419
1999,12,8,0.0278414,51.43448191,5.03669
1999,12,9,14.9161,53.51292504,4.70218
1999,12,10,4.02433,59.59661374,0.7478
1999,12,11,15.3625,63.83653324,2.24142
1999,12,12,14.8802,74.74080606,5.04991
1999,12,13,6.73354,87.57915098,0.13617
1999,12,14,10.8121,92.2579766,1.44165
1999,12,15,1.36341,84.84939115,-3.3323
1999,12,16,0.0227532,71.89768486,-6.40309
1999,12,17,4.45565,56.62684132,-7.19425
1999,12,18,28.1419,44.13130662,2.64942
1999,12,19,15.2408,52.52754444,3.64962
1999,12,20,0.164815,70.83472329,-4.76319
1999,12,21,0.00685476,80.45919402,-5.41993
1999,12,22,0.0166935,77.87573622,-3.82866
1999,12,23,0.0194674,61.27079526,1.11165
1999,12,24,1.04618,45.65100772,4.12883
1999,12,25,22.5343,49.3478604,5.50968
1999,12,26,30.9353,83.44089323,4.62027
1999,12,27,24.2872,133.8731834,0.837422
1999,12,28,21.4341,166.1300575,-1.63234
1999,12,29,3.86115,143.8667033,-2.57998
1999,12,30,0.248519,115.0333879,-3.72888
1999,12,31,1.76022,92.24286933,-2.69428
2000,1,1,0.469039,73.87787391,0.473683
2000,1,2,1.61E-05,57.28474616,0.0243532
2000,1,3,0.0359245,43.34879516,-0.578641
2000,1,4,4.96028,32.70100526,0.168217
2000,1,5,0.287015,27.21876789,2.86289
2000,1,6,0.103135,31.50366844,0.451562
2000,1,7,0.0551649,33.71523735,1.35588
2000,1,8,0.170318,26.80485124,0.299815
2000,1,9,3.24388,21.03705227,2.03844
2000,1,10,0.164834,18.85024567,-0.224898
2000,1,11,0.0167442,16.45364103,-0.470231
2000,1,12,0.00247489,12.74383926,-1.836
2000,1,13,0,9.909362145,-3.14057
2000,1,14,0,7.868630406,-3.44291
2000,1,15,0,6.555331046,-1.74501
2000,1,16,0,5.829318523,-4.71006
2000,1,17,0.132221,5.514962234,-2.53543
2000,1,18,1.40354,5.372283667,-0.221302
2000,1,19,0.0222982,5.289863821,-2.22052
2000,1,20,0.0372006,5.217689661,-4.48056
2000,1,21,0.650158,5.159180204,-3.44905
2000,1,22,16.4468,5.11480116,-2.541
2000,1,23,11.1349,5.070706089,-2.72946
2000,1,24,0.0333476,5.024009839,-6.89869
2000,1,25,0.0266785,4.978279092,-11.2224
2000,1,26,0,4.926187387,-9.46441
2000,1,27,0,4.894291724,-6.60194
2000,1,28,0.0125308,4.866632915,-3.15881
2000,1,29,17.2726,5.106486479,1.86483
2000,1,30,14.9803,15.41033027,4.46303
2000,1,31,0.0174947,55.14121679,3.6605
2000,2,1,0.189734,73.59242591,3.78322
2000,2,2,12.5535,87.36412788,3.96759
2000,2,3,0,84.98762841,1.27574
2000,2,4,0.0165762,74.47705347,-0.358687
2000,2,5,0,59.35955446,3.4908
2000,2,6,0.476696,51.71538637,3.63732
2000,2,7,6.78118,51.60759084,4.16119
2000,2,8,33.3252,68.43527894,5.74174
2000,2,9,3.14801,102.3508865,1.31499
2000,2,10,16.5554,140.6725935,0.726998
2000,2,11,0.0734808,132.8940502,0.79596
2000,2,12,4.35032,114.5335983,-0.925487
2000,2,13,9.58903,93.34854019,1.17487
2000,2,14,6.64905,79.46790681,2.41259
2000,2,15,19.7712,80.87651832,4.05883
2000,2,16,11.9627,99.81967941,0.42854
2000,2,17,8.43076,120.3402446,-2.29795
2000,2,18,30.3402,113.1905274,0.223092
2000,2,19,16.5399,98.70378558,1.70421
2000,2,20,0.99874,102.5757918,-2.8555
2000,2,21,0.0165762,103.4394055,-6.05109
2000,2,22,0,88.40812016,-3.19279
2000,2,23,0.0165762,71.05008717,-2.96817
2000,2,24,0.473166,53.30744337,-0.834053
2000,2,25,3.74212,45.91566902,4.40566
2000,2,26,0.0381287,57.00088839,3.28915
2000,2,27,0.0412565,63.13171634,3.90442
2000,2,28,5.33966,66.62569988,7.02071
2000,3,1,20.7588,116.9689367,1.83551
2000,3,2,0.141594,159.5157967,-0.741151
2000,3,3,14.3168,150.8558063,1.39966
2000,3,4,0.289754,129.9657376,-0.505328
2000,3,5,0,110.8073262,-3.12781
2000,3,6,0,90.49417373,0.607315
2000,3,7,0.0166336,72.70598093,3.15321
2000,3,8,0.256412,59.02685362,3.98491
2000,3,9,0.202682,50.48329146,8.34826
2000,3,10,0.0139958,45.62794924,5.83771
2000,3,11,1.24E-05,41.33964103,6.62443
2000,3,12,0.0057085,36.91434504,5.83974
2000,3,13,0.222772,32.07024809,4.56022
2000,3,14,7.90008,28.28297893,5.80107
2000,3,15,0.0560792,31.09452252,1.51594
2000,3,16,0.0984306,30.74466981,1.21845
2000,3,17,0.0403331,25.35489351,4.37689
2000,3,18,1.0052,20.29384244,3.34146
2000,3,19,0.0450579,16.88096112,3.45866
2000,3,20,0,13.77204273,3.15632
2000,3,21,0,11.44370481,3.79939
2000,3,22,0.000970718,10.07767765,6.20685
2000,3,23,0.185826,8.946903714,6.05499
2000,3,24,1.80266,8.645155753,5.57458
2000,3,25,3.0943,8.56835854,5.88125
2000,3,26,5.14195,9.841163585,3.04345
2000,3,27,1.0125,13.88029261,1.36682
2000,3,28,1.05752,16.11412488,1.39385
2000,3,29,2.65325,13.75841211,0.152297
2000,3,30,1.12914,11.06125219,1.03597
2000,3,31,1.13526,9.46114176,3.27373
2000,4,1,0.720578,10.16526577,2.50568
2000,4,2,1.01809,10.97728754,4.45978
2000,4,3,6.63E-05,10.23672432,8.59893
2000,4,4,10.8912,9.756437892,6.19984
2000,4,5,4.18893,15.61762936,3.42492
2000,4,6,0.00693993,24.6035053,1.97058
2000,4,7,0,22.54687117,3.31744
2000,4,8,0.0323556,17.29817183,6.1072
2000,4,9,0.269102,13.06143282,4.5235
2000,4,10,5.7027,10.53677981,6.5337
2000,4,11,16.2054,14.57125171,5.85101
2000,4,12,8.01168,33.23464423,3.21308
2000,4,13,9.35149,45.25299347,4.98986
2000,4,14,6.39591,48.95064127,9.1878
2000,4,15,3.00152,49.90092301,5.87275
2000,4,16,13.3808,51.28068302,4.51445
2000,4,17,0.612346,55.50958443,4.88298
2000,4,18,0.127347,51.24501622,5.93255
2000,4,19,0.0599456,43.02495422,5.83833
2000,4,20,0.0166137,33.77169085,8.06834
2000,4,21,0,25.44156156,12.1576
2000,4,22,0,18.89988386,15.138
2000,4,23,32.1273,31.15631468,8.83618
2000,4,24,1.01652,55.88681197,5.98365
2000,4,25,0,58.47447254,9.2903
2000,4,26,0,51.5971407,13.3924
2000,4,27,0.0125686,40.28065506,12.5547
2000,4,28,0.965545,29.9546615,9.28397
2000,4,29,0.178028,22.46088464,7.67056
2000,4,30,7.66E-05,17.23842426,10.3842
2000,5,1,0.567385,12.79733946,12.5673
2000,5,2,6.7795,10.61331577,12.6982
2000,5,3,7.28485,13.063591,11.6603
2000,5,4,1.62277,16.84097795,13.2007
2000,5,5,9.37427,18.76948421,13.1183
2000,5,6,1.37072,21.2241326,12.6217
2000,5,7,1.22915,22.88616014,13.2136
2000,5,8,1.62751,19.07162973,13.2512
2000,5,9,1.81887,16.28666587,15.0187
2000,5,10,1.38884,13.54793254,15.9091
2000,5,11,22.9514,18.38930336,15.2167
2000,5,12,7.43538,37.01044094,12.7865
2000,5,13,0.507905,43.41410857,12.3105
2000,5,14,3.21E-07,38.34147147,14.5576
2000,5,15,1.07796,30.85848553,15.5064
2000,5,16,1.19461,23.77146923,16.7991
2000,5,17,2.93679,19.1542086,13.2215
2000,5,18,8.02683,16.47556361,9.34968
2000,5,19,1.44441,17.90825589,7.45314
2000,5,20,0.0147419,18.43008165,8.35613
2000,5,21,9.054,15.5527703,8.90421
2000,5,22,0.00733399,15.68260201,7.83142
2000,5,23,9.28E-05,16.30165956,10.0656
2000,5,24,0.00813739,12.65103742,13.0095
2000,5,25,0.132781,9.416819511,12.9284
2000,5,26,7.77336,7.792912284,14.9535
2000,5,27,4.55225,8.807587368,8.97845
2000,5,28,12.9257,12.94034743,9.68795
2000,5,29,0.00724449,18.74937904,8.98034
2000,5,30,29.2633,40.99467263,8.94346
2000,5,31,6.73743,56.46588636,11.3588
2000,6,1,0.0547231,56.62025319,13.9905
2000,6,2,0.119332,47.41299318,17.1351
2000,6,3,3.22482,37.1476559,18.2997
2000,6,4,2.15957,29.90536407,18.7375
2000,6,5,4.28301,26.49009739,16.5911
2000,6,6,3.18472,23.46307634,9.66602
2000,6,7,0.0822908,21.32397693,11.3326
2000,6,8,3.71E-06,17.52080538,15.5433
2000,6,9,12.1563,14.1490431,18.4576
2000,6,10,1.99365,14.88202996,17.7444
2000,6,11,3.76489,17.37461692,13.0187
2000,6,12,0.00616036,16.34902598,13.5994
2000,6,13,3.29902,14.05010748,16.049
2000,6,14,1.49756,12.33174003,17.4226
2000,6,15,0.0313365,10.8587011,16.1715
2000,6,16,0.00554612,9.305366434,14.7723
2000,6,17,0,7.52509322,14.9137
2000,6,18,3.71E-06,6.250584347,17.9769
2000,6,19,2.61051,5.77531853,18.8736
2000,6,20,1.67637,5.99231808,19.9314
2000,6,21,0.465411,6.188087932,19.9769
2000,6,22,3.50339,6.018409368,16.1209
2000,6,23,0.905943,5.996623086,13.3405
2000,6,24,7.53829,6.461268374,10.7455
2000,6,25,0.0177012,7.660717939,9.6861
2000,6,26,0.0167736,7.540052831,10.7123
2000,6,27,0.805194,6.256161545,13.7293
2000,6,28,2.39891,5.550083811,13.4709
2000,6,29,0.0167736,5.49437999,13.8395
2000,6,30,4.05E-06,5.395535241,15.1445
2000,7,1,2.06013,5.281799034,17.5649
2000,7,2,2.91885,5.503694251,20.8969
2000,7,3,24.3228,7.54006419,16.6218
2000,7,4,6.24862,14.70085624,15.3523
2000,7,5,0.016888,20.54453235,14.9229
2000,7,6,3.48603,17.87429292,16.9297
2000,7,7,10.8376,15.20712037,18.1984
2000,7,8,1.10649,15.43668281,10.9218
2000,7,9,12.8036,17.12358624,10.0989
2000,7,10,20.4981,21.97347621,11.6698
2000,7,11,8.89205,31.49878414,9.05842
2000,7,12,1.99445,35.14145508,8.85257
2000,7,13,16.5554,33.64356298,9.17406
2000,7,14,27.5889,49.83072529,9.72373
2000,7,15,8.97462,61.71333622,7.87301
2000,7,16,2.18544,65.33953682,8.60017
2000,7,17,0.0297256,59.60058934,9.76746
2000,7,18,0.00579005,47.40004408,12.2826
2000,7,19,3.30E-07,35.63715547,12.8679
2000,7,20,0.016786,26.60902459,14.1827
2000,7,21,0.0500242,19.75827247,15.2215
2000,7,22,0,14.52172711,16.6531
2000,7,23,1.13585,10.59809491,17.3734
2000,7,24,1.79271,8.078019523,15.9375
2000,7,25,3.36986,7.062276707,15.2061
2000,7,26,0.174868,7.021668804,15.5629
2000,7,27,8.85618,6.995554798,15.4643
2000,7,28,18.3095,9.922345316,12.982
2000,7,29,17.5186,27.09018566,12.186
2000,7,30,0.0688314,40.4051481,13.816
2000,7,31,0.0324947,35.93736999,14.8509
2000,8,1,0.0866557,26.98079989,18.9845
2000,8,2,6.08742,20.67754454,15.8845
2000,8,3,2.42408,17.99446959,12.9974
2000,8,4,3.74245,16.91060773,12.4446
2000,8,5,12.1297,16.42785643,11.9643
2000,8,6,1.82146,20.16753198,13.9441
2000,8,7,0.0848369,21.22276954,14.3843
2000,8,8,0.00344434,17.02203809,14.9108
2000,8,9,0.0708757,12.7205536,16.4337
2000,8,10,0.032075,9.293064795,17.7646
2000,8,11,0.0376676,6.997474444,18.6796
2000,8,12,3.56E-07,5.785064427,19.0975
2000,8,13,0.722996,5.368433015,18.3619
2000,8,14,0.220387,5.269508754,19.0986
2000,8,15,0.075878,5.276960163,19.085
2000,8,16,2.54073,5.30553904,18.5231
2000,8,17,6.99281,5.551333285,18.8106
2000,8,18,0.971193,6.675405493,18.4207
2000,8,19,0,7.756393568,20.6214
2000,8,20,11.7876,7.728337198,21.4446
2000,8,21,24.6572,14.94620749,14.2721
2000,8,22,0.041459,27.88769081,14.5464
2000,8,23,0.0385724,29.06265068,16.8728
2000,8,24,4.31E-06,21.93360663,18.212
2000,8,25,3.56E-07,16.20931207,18.8252
2000,8,26,9.55321,12.47804207,20.0777
2000,8,27,1.71553,11.97950196,14.2369
2000,8,28,0.0313013,12.58595118,13.171
2000,8,29,0.344982,10.48327961,13.5733
2000,8,30,17.6712,10.06690945,13.2022
2000,8,31,3.55459,15.9106878,12.6832
2000,9,1,5.55305,20.28600483,14.4279
2000,9,2,10.9587,20.37290007,11.2377
2000,9,3,9.05621,23.77942043,10.7162
2000,9,4,0.0662983,27.3455327,9.58529
2000,9,5,0.0688473,24.36610525,9.15662
2000,9,6,10.6644,19.85970704,10.5985
2000,9,7,0.199816,20.42435568,11.7836
2000,9,8,0.0467874,19.87163383,11.6303
2000,9,9,0.0659435,15.29571943,14.5431
2000,9,10,0.067562,11.23082852,15.9405
2000,9,11,0.0655124,8.150375424,16.5871
2000,9,12,1.49359,6.327801838,16.8541
2000,9,13,0.121306,5.651597891,15.9009
2000,9,14,0.0854952,5.493993789,15.8307
2000,9,15,0.0869582,5.385051019,17.4189
2000,9,16,0.582354,5.282264747,13.2045
2000,9,17,0.0410592,5.253844894,10.8589
2000,9,18,0.293519,5.24110026,11.4176
2000,9,19,8.5341,5.432792283,13.4552
2000,9,20,33.9364,22.73792709,10.3904
2000,9,21,0.0410315,50.1973891,8.93455
2000,9,22,0.0337822,47.55963598,11.4467
2000,9,23,0.0514655,41.78683912,12.5756
2000,9,24,0.0337858,30.90494324,13.4301
2000,9,25,0.0871814,22.14669873,13.3557
2000,9,26,0.0477068,15.92579507,14.3581
2000,9,27,0.648226,11.72460927,14.4538
2000,9,28,0.0595931,9.075894862,14.5592
2000,9,29,5.25707,7.599459639,13.5943
2000,9,30,13.445,8.998949984,10.4056
2000,10,1,3.30081,16.60244202,10.6026
2000,10,2,10.1781,22.41556281,7.15937
2000,10,3,0.0930773,24.25774178,8.30827
2000,10,4,0.0298452,23.76170062,9.48411
2000,10,5,6.77875,18.86239964,8.55668
2000,10,6,0.304674,17.85793617,5.44301
2000,10,7,0.0241623,16.85824341,3.24347
2000,10,8,13.5811,14.87169341,5.039
2000,10,9,12.5292,21.58579852,7.19758
2000,10,10,9.6375,34.90053378,6.20332
2000,10,11,20.5179,50.4620504,7.1754
2000,10,12,30.1427,67.62721005,7.73858
2000,10,13,11.1813,92.6704166,7.19126
2000,10,14,2.14807,112.8690718,9.76413
2000,10,15,7.51819,101.1313999,10.7215
2000,10,16,0.507448,86.4766606,8.8327
2000,10,17,0.981206,74.39243001,7.48154
2000,10,18,0.0461613,61.40176285,7.89181
2000,10,19,0.6198,48.29807509,8.46711
2000,10,20,0.0336835,36.00586388,9.50672
2000,10,21,0.0279838,27.0976825,9.16025
2000,10,22,0.0411288,20.17843648,9.2258
2000,10,23,2.30991,15.0511633,9.83815
2000,10,24,4.57001,12.73316193,10.804
2000,10,25,2.01952,13.84019586,11.0934
2000,10,26,5.29489,15.81504624,8.97601
2000,10,27,0.0154011,17.25943814,7.53379
2000,10,28,1.36543,17.15266491,8.19924
2000,10,29,1.22561,14.03454585,7.03543
2000,10,30,18.9892,16.35731794,9.98454
2000,10,31,8.66853,34.44084095,4.94574
2000,11,1,0.423808,48.93473887,6.06621
2000,11,2,10.3994,47.04576142,6.31658
2000,11,3,11.8445,51.20991736,4.95475
2000,11,4,2.75002,55.70223059,3.414
2000,11,5,7.18233,54.28078358,3.08097
2000,11,6,17.7908,59.48461544,5.23987
2000,11,7,2.03747,66.69941884,5.02276
2000,11,8,1.02103,72.39838316,4.48404
2000,11,9,1.17544,64.79169929,3.56338
2000,11,10,0.726471,53.17193224,2.52725
2000,11,11,0.0204762,42.12817269,1.77066
2000,11,12,0.533321,32.68567081,6.26687
2000,11,13,28.675,36.53268754,8.72928
2000,11,14,10.5494,58.84488478,2.50779
2000,11,15,0.0242909,67.42672628,2.15624
2000,11,16,1.70953,75.43869406,0.862724
2000,11,17,5.5179,65.37293185,0.691065
2000,11,18,0.0356879,53.95319423,-0.941049
2000,11,19,5.4176,41.7374281,1.1807
2000,11,20,5.48988,35.41020557,2.81405
2000,11,21,4.43609,41.59748702,2.15248
2000,11,22,10.2057,50.7118316,5.10175
2000,11,23,9.38072,56.98316858,5.91248
2000,11,24,2.58924,59.15554944,1.76142
2000,11,25,8.7477,58.67643297,1.24437
2000,11,26,9.24296,61.25614234,2.68408
2000,11,27,5.89836,63.46373565,2.58815
2000,11,28,0.0368887,64.84667614,7.90066
2000,11,29,0.034055,61.20616338,7.45701
2000,11,30,0.0331081,51.9113266,7.02642
2000,12,1,2.00962,40.2583917,6.24148
2000,12,2,3.60558,32.91614196,6.87771
2000,12,3,0.196083,29.7573582,4.79188
2000,12,4,1.16543,26.58210411,5.08863
2000,12,5,0.0187931,21.83955532,4.80525
2000,12,6,7.95694,18.5049365,6.20116
2000,12,7,3.06311,21.51196596,6.57385
2000,12,8,49.8462,45.96008214,6.99358
2000,12,9,2.37508,81.82691365,5.18202
2000,12,10,4.92376,103.1547526,5.20168
2000,12,11,0.0274587,107.3456018,5.73138
2000,12,12,0.479189,91.41390015,6.88954
2000,12,13,0.0499487,75.0080799,8.12715
2000,12,14,13.1859,62.76811942,5.20988
2000,12,15,11.7941,62.19642829,1.09094
2000,12,16,3.5742,63.56653328,-0.564543
2000,12,17,0.0971486,66.38466499,0.273444
2000,12,18,0.028148,58.85544851,-0.410524
2000,12,19,0.00362416,45.89953945,3.65831
2000,12,20,0.0223385,36.99703749,2.19459
2000,12,21,0.0190368,30.140038,0.774746
2000,12,22,0.00141306,22.87025774,0.0347307
2000,12,23,0.0384458,17.19469267,-0.665391
2000,12,24,13.1165,12.79166003,0.46792
2000,12,25,6.07017,10.06175253,2.24941
2000,12,26,1.60444,11.76038966,2.11416
2000,12,27,4.75696,20.25340492,2.85936
2000,12,28,1.94848,28.19937777,-1.39759
2000,12,29,2.36507,29.61003386,-2.46204
2000,12,30,0.547447,23.43422485,-3.5367
2000,12,31,0.0137767,18.0280918,-5.45114
2001,1,1,12.89,13.89687654,2.28222
2001,1,2,20.7095,16.03540802,3.72945
2001,1,3,1.71585,41.84567798,2.65577
2001,1,4,6.4679,56.51427508,2.81471
2001,1,5,25.3613,69.17212781,5.16761
2001,1,6,20.8439,99.89691962,3.18455
2001,1,7,0.595766,140.2295982,1.43955
2001,1,8,1.57093,140.162581,0.715851
2001,1,9,0.8898,114.6676328,-3.12822
2001,1,10,0.844772,92.98903246,2.40337
2001,1,11,7.15835,76.84253485,4.11947
2001,1,12,2.20609,69.27560697,3.0839
2001,1,13,0.023434,61.65063534,-2.39536
2001,1,14,0,51.84453654,-4.43796
2001,1,15,0.0222552,40.62607781,-3.79907
2001,1,16,0,30.72217928,-1.74404
2001,1,17,0.76027,23.07108229,-2.38103
2001,1,18,4.53691,17.23751555,-0.378092
2001,1,19,3.15983,12.75746988,-0.313406
2001,1,20,2.35399,9.498273854,0.246729
2001,1,21,0.166126,7.6396927,-2.7425
2001,1,22,6.29861,6.945019256,2.26095
2001,1,23,0.757361,10.12638441,5.41669
2001,1,24,17.8467,31.26808581,4.92363
2001,1,25,9.82724,58.78013931,1.62559
2001,1,26,6.60796,67.7219429,1.74941
2001,1,27,1.03188,78.1039356,0.813012
2001,1,28,0.0167404,72.43711685,-1.43838
2001,1,29,0.0045121,58.80842285,-1.51432
2001,1,30,0.202866,44.74377604,-1.71843
2001,1,31,0.017228,33.42422351,-3.20066
2001,2,1,0.124321,25.04161631,-4.87436
2001,2,2,1.69142,18.72836516,-5.65964
2001,2,3,34.6632,14.59169765,1.7592
2001,2,4,5.86026,21.721764,5.45115
2001,2,5,2.03999,53.04573537,5.46006
2001,2,6,0,67.91947337,7.86324
2001,2,7,0,81.68276979,8.66451
2001,2,8,18.6195,80.32788566,6.96256
2001,2,9,0.26983,80.87288348,1.60738
2001,2,10,0.0166661,83.98032522,-0.417264
2001,2,11,0,72.56603984,2.1247
2001,2,12,5.77908,58.46288651,5.14861
2001,2,13,1.99491,50.96093128,4.47497
2001,2,14,4.49E-05,44.75558924,2.84835
2001,2,15,0.0165762,36.65922517,2.20986
2001,2,16,0.0490671,28.6708838,2.84637
2001,2,17,0.191447,21.93826376,-0.458281
2001,2,18,0.0331524,16.43876093,1.21192
2001,2,19,0,12.37331343,0.852547
2001,2,20,0,9.627435385,-0.59128
2001,2,21,1.1635,7.882420055,-0.771834
2001,2,22,9.51735,7.816561418,2.07028
2001,2,23,10.7141,14.50332577,1.88888
2001,2,24,2.77323,30.14208259,-2.58095
2001,2,25,1.06867,34.90848498,-6.84866
2001,2,26,0.0359925,27.29816628,-7.04016
2001,2,27,0.000244716,20.82725423,-2.68781
2001,2,28,3.24667,15.72905972,-1.18524
2001,3,1,7.9976,11.71177377,-1.90991
2001,3,2,29.206,8.732653007,-3.58639
2001,3,3,26.5665,7.588350679,4.55169
2001,3,4,20.432,19.88935365,3.61755
2001,3,5,0.0859503,48.3059127,1.29258
2001,3,6,2.75028,67.36777382,3.55607
2001,3,7,8.87931,97.29994479,7.33129
2001,3,8,37.9371,137.8283365,5.84552
2001,3,9,4.30484,198.9026235,5.22678
2001,3,10,9.70428,213.3840267,6.36063
2001,3,11,22.0904,197.143137,7.8994
2001,3,12,33.6943,202.8975326,6.70804
2001,3,13,29.8142,230.4382104,3.02498
2001,3,14,9.8224,249.8243668,2.61688
2001,3,15,2.37709,230.8107808,6.00938
2001,3,16,15.2024,195.7232803,7.07222
2001,3,17,12.432,175.5908471,5.55565
2001,3,18,16.1774,170.1613148,5.7004
2001,3,19,1.45492,163.7390187,2.74616
2001,3,20,17.248,149.7006108,6.65219
2001,3,21,20.1579,142.9398208,8.48071
2001,3,22,2.51018,149.7324156,8.12909
2001,3,23,3.42343,142.5536198,12.0246
2001,3,24,5.04885,119.5973755,12.0983
2001,3,25,11.5603,104.2118076,7.43043
2001,3,26,0.385379,97.60356696,4.28075
2001,3,27,0.342285,89.86034967,5.82669
2001,3,28,13.3491,77.66389359,5.6483
2001,3,29,17.8383,72.81002803,3.77996
2001,3,30,0.71086,80.79768787,2.23438
2001,3,31,0.0167498,87.40183927,3.92528
2001,4,1,0.0604306,75.16630874,7.15799
2001,4,2,7.76E-05,59.90103104,9.49417
2001,4,3,0.00352039,46.49065422,8.28717
2001,4,4,21.844,43.69489944,6.13817
2001,4,5,3.79506,55.89567188,3.72418
2001,4,6,23.6826,62.77254937,7.42993
2001,4,7,6.73115,76.32797876,4.30119
2001,4,8,9.29855,90.57459442,3.32602
2001,4,9,27.7651,100.194976,3.38599
2001,4,10,23.2459,125.3460916,4.35307
2001,4,11,3.53165,147.0062906,3.13893
2001,4,12,0.0189014,138.7097835,4.8739
2001,4,13,0.114138,114.6210615,2.15311
2001,4,14,2.12946,92.62009688,-0.339005
2001,4,15,19.049,75.59885391,0.876294
2001,4,16,8.69301,67.69286423,2.11219
2001,4,17,0.188176,69.63466035,2.05545
2001,4,18,5.60181,73.31651934,1.75818
2001,4,19,1.03543,72.10691496,0.892388
2001,4,20,2.5243,63.6109464,-0.813893
2001,4,21,7.07484,51.94335857,-0.444737
2001,4,22,0.845581,40.32222846,0.389361
2001,4,23,2.76013,34.83544755,1.13345
2001,4,24,12.0739,38.4354092,5.91143
2001,4,25,25.4154,59.41384978,6.04388
2001,4,26,0.309473,77.02211833,5.16026
2001,4,27,1.40984,90.7740559,7.94544
2001,4,28,2.86408,81.03985864,9.55935
2001,4,29,2.58497,67.22567456,9.68186
2001,4,30,0.101672,55.97620616,10.8508
2001,5,1,1.67212,44.54840374,9.03684
2001,5,2,0.0845486,34.56499323,11.7664
2001,5,3,1.14225,27.76081241,10.6923
2001,5,4,9.32684,23.31461612,9.727
2001,5,5,2.66093,25.04411526,8.56656
2001,5,6,0.0725948,29.46725307,6.59799
2001,5,7,0.101667,24.44970642,7.08657
2001,5,8,9.25E-05,18.84138576,9.41249
2001,5,9,5.96509,14.7508352,12.0225
2001,5,10,5.04303,14.23775576,13.8325
2001,5,11,0.0169547,17.51421724,13.2998
2001,5,12,3.21E-07,18.53719565,14.2292
2001,5,13,0.168003,15.02481076,13.8269
2001,5,14,14.0342,15.40396931,12.9269
2001,5,15,9.53279,22.92591613,11.0038
2001,5,16,12.9999,35.91669688,13.2652
2001,5,17,18.6362,50.66264777,11.2931
2001,5,18,1.91924,59.45951238,7.09979
2001,5,19,0.0185911,57.14207895,9.33434
2001,5,20,3.21E-07,50.83541594,12.691
2001,5,21,0.010809,41.17755018,13.8442
2001,5,22,4.68E-05,31.16244846,14.167
2001,5,23,4.76253,23.66594548,14.6755
2001,5,24,7.86244,20.89620248,13.9163
2001,5,25,8.62478,24.10076242,13.8674
2001,5,26,0.0226001,28.79106048,14.8059
2001,5,27,0.0242426,26.32096405,16.12
2001,5,28,0.0316449,20.29463756,16.9419
2001,5,29,0.0203068,15.39079304,18.2651
2001,5,30,2.26217,11.63419279,18.5648
2001,5,31,5.89124,9.210360978,15.2175
2001,6,1,0.00726672,9.641997436,9.848
2001,6,2,19.2203,15.64568573,8.96924
2001,6,3,1.69997,24.21582761,5.52719
2001,6,4,0.0128128,27.84441357,7.72987
2001,6,5,10.1793,23.03552907,12.3189
2001,6,6,4.69361,22.71395991,11.3012
2001,6,7,0.557786,24.41676574,12.5422
2001,6,8,23.5042,29.79745496,11.3641
2001,6,9,18.2268,51.98016126,11.3562
2001,6,10,2.03268,61.85577625,10.0687
2001,6,11,0.0104316,58.12507419,7.69766
2001,6,12,0.0167736,47.23795323,11.2746
2001,6,13,11.1252,37.2338696,12.6638
2001,6,14,0.0158591,34.42698315,13.2458
2001,6,15,10.6009,33.18318862,14.6538
2001,6,16,7.69219,32.40896912,13.1696
2001,6,17,17.7741,38.27615806,10.2335
2001,6,18,4.74029,46.64604334,8.48452
2001,6,19,0.0563899,46.4898591,11.1348
2001,6,20,0.00726706,42.42054959,13.121
2001,6,21,0.0240403,34.85793808,15.1496
2001,6,22,0.0109001,26.45079576,14.8784
2001,6,23,0.0204073,19.76951773,15.5749
2001,6,24,3.71E-06,14.74606448,16.9415
2001,6,25,3.39E-07,11.15521263,19.1657
2001,6,26,0,8.873639105,20.9451
2001,6,27,13.6746,8.260465439,18.4689
2001,6,28,0.367507,11.51708301,14.3715
2001,6,29,0.0158263,15.17145357,16.1484
2001,6,30,0.551832,12.57550104,17.877
2001,7,1,3.30E-07,10.13396077,16.2326
2001,7,2,0,8.04265941,17.6621
2001,7,3,0.000502565,6.744262867,18.886
2001,7,4,2.8747,6.285013034,18.7299
2001,7,5,0.00474613,6.304357163,20.0536
2001,7,6,12.6769,7.567314081,20.1002
2001,7,7,7.90972,11.50845028,14.1476
2001,7,8,3.1857,15.07774302,14.3138
2001,7,9,0.0359601,15.02151669,15.542
2001,7,10,0.145928,12.71782748,16.4942
2001,7,11,2.37469,9.948050403,14.5995
2001,7,12,15.999,9.146410629,14.6893
2001,7,13,5.20227,13.03905588,16.2449
2001,7,14,27.8097,29.87265057,16.493
2001,7,15,30.142,61.09382431,11.256
2001,7,16,0.857069,71.35791211,10.2655
2001,7,17,16.0175,72.03137858,12.4573
2001,7,18,3.76218,66.98861527,13.3882
2001,7,19,4.76043,59.34785484,13.0049
2001,7,20,1.87672,52.34330383,10.7142
2001,7,21,0.0324911,43.5010038,12.999
2001,7,22,0.00728442,33.63004594,17.391
2001,7,23,12.2835,27.30907078,16.821
2001,7,24,1.16452,27.50898661,16.5871
2001,7,25,0.019349,26.05891529,18.9717
2001,7,26,2.16236,20.61291266,19.298
